Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL
58138,Get upto40% off on Home Appliances,Amazon India,Home & Kitchen,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.amazon.in/b?ie=UTF8&node=12597663031,live,2018-06-04,2018-06-30,04/06/2018,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177
58141,Get upto 40% off on Induction,Snapdeal,Home & Kitchen,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.snapdeal.com/products/appliances-induction-cookers?sort=plth&q=Brand%3APrestige%5EActiva%5ESheffield%20Classic%7CavgRating%3A3.0%7CPrice%3A1199%2C2500%7C,live,2018-06-04,2018-06-30,04/06/2018,https://cdn0.cuelinks.com/campaigns/119/original/SnapDeal.png?1520340610
58152,"BuyRed & Yellow Metal Hanging Planter by Green Girgit - Set of 2 at Rs.1,119",Pepperfry,Home & Kitchen,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.pepperfry.com/red-yellow-metal-hanging-planter-by-green-girgit-set-of-2-1668631.html,live,2018-06-04,2018-06-30,04/06/2018,https://cdn0.cuelinks.com/campaigns/107/original/Pepperfry-logo.png?1509629852
58213,Get Stardust Manual Juicer @Rs.399,ShopClues,Home & Kitchen,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.shopclues.com/stardust-multicolor-manual-jucier-124447902.html?ty=0&id=t160228894&mcid=aff&tid=nh,live,2018-06-06,2018-06-13,06/06/2018,https://cdn0.cuelinks.com/campaigns/152/original/Shopclues.png?1493899872
58214,Get Drill Machine (41 Pcs Kit) @Rs.1099,ShopClues,Home & Kitchen,,,,https://linksredirect.com/?pub_id=29755CL26816&url=https://www.shopclues.com/shopper52-combo-of-10-mm-drill-machine--drill-bit-set--41pcs-tool-set-135684344.html,live,2018-06-06,2018-06-13,06/06/2018,https://cdn0.cuelinks.com/campaigns/152/original/Shopclues.png?1493899872
